id,amount_tsh,date_recorded,funder,gps_height,installer,longitude,latitude,wpt_name,num_private,basin,subvillage,region,region_code,district_code,lga,ward,population,public_meeting,recorded_by,scheme_management,scheme_name,permit,construction_year,extraction_type,extraction_type_group,extraction_type_class,management,management_group,payment,payment_type,water_quality,quality_group,quantity,quantity_group,source,source_type,source_class,waterpoint_type,waterpoint_type_group,status_group
13834,500,12/03/2013 00:00:00,Tasaf,748,TASAF,37.91004682,-4.11270072,Kwa Simba,0,Pangani,Mkonga Juu,Kilimanjaro,3,3,Same,Kisiwani,80,True,GeoData Consultants Ltd,Water authority,Mashangwe,True,2011,Gravity,Gravity,Gravity,VWC,UserGroup,PayMonthly,Other,Soft,Good,Enough,Enough,River,RiverOrLake,Surface,CommunalStandpipe,CommunalStandpipe,NonFunctional
20080,4000,03/15/2011 00:00:00,Village Council,2132,Village Council,34.56429261,-9.33855578,Kwa Mgekwa,0,LakeNyasa,Iwenamo,Iringa,11,4,Njombe,Igosi,1,True,GeoData Consultants Ltd,VWC,IWEKULE WATER SUPPLY,False,2006,Gravity,Gravity,Gravity,VWC,UserGroup,PayAnnually,Annually,Soft,Good,Enough,Enough,Spring,Spring,Groundwater,CommunalStandpipe,CommunalStandpipe,Functional
29010,30,03/19/2011 00:00:00,Private Individual,-17,Da,38.89900248,-6.4431456,Mama Rona,0,WamiRuvu,Magomeni A,Pwani,6,1,Bagamoyo,Magomeni,60,True,GeoData Consultants Ltd,Company,Bagamoyo wate,True,2006,KSB,Submersible,Submersible,PrivateOperator,Commercial,PayPerBucket,PerBucket,Soft,Good,Enough,Enough,River,RiverOrLake,Surface,CommunalStandpipe,CommunalStandpipe,NonFunctional
9110,200,03/01/2013 00:00:00,Danida,803,DANIDA,36.05283753,-10.67858195,Kwa Thabiti Mchimbi,0,RuvumaSouthernCoast,Lutete,Ruvuma,10,5,Namtumbo,Namabengo,250,True,GeoData Consultants Ltd,VWC,Njalamatata water gravity scheme,True,1982,Gravity,Gravity,Gravity,VWC,UserGroup,PayMonthly,Other,Soft,Good,Dry,Dry,River,RiverOrLake,Surface,CommunalStandpipe,CommunalStandpipe,NonFunctional
71651,500,02/27/2013 00:00:00,Danida,910,DANIDA,35.98245677,-10.70412018,Kwa Luoga,0,RuvumaSouthernCoast,Kidalini,Ruvuma,10,5,Namtumbo,Mkongo,220,True,GeoData Consultants Ltd,VWC,Njalamatata water gravity scheme,True,1983,Gravity,Gravity,Gravity,VWC,UserGroup,PayMonthly,Other,Soft,Good,Seasonal,Seasonal,River,RiverOrLake,Surface,CommunalStandpipe,CommunalStandpipe,Functional
24243,50,01/23/2013 00:00:00,Finw,264,FinW,39.5893829,-10.75808397,Kongo,0,RuvumaSouthernCoast,Kongo,Mtwara,9,4,Tandahimba,Milogodi,300,True,GeoData Consultants Ltd,Water Board,Borehole,True,1982,Submersible,Submersible,Submersible,VWC,UserGroup,PayPerBucket,PerBucket,Soft,Good,Seasonal,Seasonal,MachineDbh,BoreHole,Groundwater,CommunalStandpipe,CommunalStandpipe,NeedsRepair
50015,20,01/16/2013 00:00:00,Government Of Tanzania,165,District Council,39.39362081,-9.97971344,Kwa Malondonda,0,RuvumaSouthernCoast,Namkopo,Lindi,80,23,Lindi Rural,Rutamba,1,False,GeoData Consultants Ltd,WUA,Milola Water Scheme,False,1983,Gravity,Gravity,Gravity,WUA,UserGroup,PayPerBucket,PerBucket,Soft,Good,Enough,Enough,River,RiverOrLake,Surface,CommunalStandpipe,CommunalStandpipe,Functional
51430,1200,01/20/2013 00:00:00,Patrick,1333,Domnik,30.28682062,-4.46890239,Kwa Patrick,0,LakeTanganyika,Mkesha A,Kigoma,16,2,Kasulu,Nyakitonto,950,True,GeoData Consultants Ltd,Water authority,Nyarubano,True,2010,Gravity,Gravity,Gravity,WaterBoard,UserGroup,PayAnnually,Annually,Soft,Good,Enough,Enough,River,RiverOrLake,Surface,CommunalStandpipe,CommunalStandpipe,NeedsRepair
21965,500,03/27/2011 00:00:00,Unicef,1476,DWE,34.71841708,-8.86446931,Kwa Charles Mkongwi,0,Rufiji,Ujindile Kati,Iringa,11,4,Njombe,Ilembula,112,True,GeoData Consultants Ltd,WUA,wanging'ombe supply scheme,True,1978,Gravity,Gravity,Gravity,WUA,UserGroup,PayMonthly,Other,Soft,Good,Enough,Enough,River,RiverOrLake,Surface,CommunalStandpipe,CommunalStandpipe,Functional
35287,50,03/25/2011 00:00:00,District Council,276,Handeni Trunk Main(,38.54225524,-5.31663668,Kwa Jumanne Mzee,58,Pangani,Misufini,Tanga,4,6,Handeni,Segera,50,True,GeoData Consultants Ltd,VWC,Handeni Trunk Main(H,True,1976,Submersible,Submersible,Submersible,VWC,UserGroup,PayPerBucket,PerBucket,Soft,Good,Enough,Enough,River,RiverOrLake,Surface,CommunalStandpipe,CommunalStandpipe,Functional
30485,500,03/29/2011 00:00:00,Unicef,1385,DWE,34.62276731,-8.85555118,Saimon Mkagila,0,Rufiji,Kati,Iringa,11,4,Njombe,Wanging'ombe,1,True,GeoData Consultants Ltd,WUA,wanging'ombe supply scheme,True,1978,Gravity,Gravity,Gravity,WUA,UserGroup,PayMonthly,Other,Soft,Good,Enough,Enough,River,RiverOrLake,Surface,CommunalStandpipe,CommunalStandpipe,Functional
44470,7200,03/18/2013 00:00:00,Private Individual,1791,Dmdd,35.91129148,-3.17834323,Kwa Jumbe,0,Internal,Lengipima,Arusha,24,30,Karatu,Mbulumbulu,200,True,GeoData Consultants Ltd,VWC,Vyama vya watumia maji,True,2002,Gravity,Gravity,Gravity,VWC,UserGroup,PayAnnually,Annually,Coloured,Colored,Enough,Enough,River,RiverOrLake,Surface,CommunalStandpipe,CommunalStandpipe,Functional
22205,3000,01/28/2013 00:00:00,Norad,1041,NORAD,29.93661348,-4.80947614,Kwa Siebura,0,LakeTanganyika,Mkatanga,Kigoma,16,2,Kigoma Rural,Mahembe,450,True,GeoData Consultants Ltd,Water authority,Kizingu,True,1984,Gravity,Gravity,Gravity,VWC,UserGroup,PayAnnually,Annually,Soft,Good,Enough,Enough,River,RiverOrLake,Surface,CommunalStandpipe,CommunalStandpipe,Functional
74122,100,03/17/2011 00:00:00,St,750,St,36.73820421,-7.33220773,Kwa Mgomela,0,Rufiji,Kibaoni,Morogoro,5,1,Kilosa,Kisanga,150,True,GeoData Consultants Ltd,VWC,Ki,True,2010,Gravity,Gravity,Gravity,VWC,UserGroup,PayMonthly,Other,Soft,Good,Enough,Enough,River,RiverOrLake,Surface,CommunalStandpipe,CommunalStandpipe,Functional
49019,500,03/03/2011 00:00:00,Bened,2095,Villa,34.79862971,-9.47644953,none,0,Rufiji,Galilea,Iringa,11,4,Njombe,Uwemba,40,True,GeoData Consultants Ltd,VWC,Lufuo,False,2003,Submersible,Submersible,Submersible,VWC,UserGroup,PayMonthly,Other,Soft,Good,Enough,Enough,River,RiverOrLake,Surface,CommunalStandpipe,CommunalStandpipe,NonFunctional
39725,500,09/02/2013 00:00:00,Danida,548,DANIDA,34.69449974,-11.06365139,Kijiweni,0,LakeNyasa,Ngwaya,Ruvuma,10,3,Mbinga,Liuli,90,True,GeoData Consultants Ltd,VWC,DANIDA,True,1992,Gravity,Gravity,Gravity,VWC,UserGroup,PayMonthly,Other,Soft,Good,Enough,Enough,Spring,Spring,Groundwater,CommunalStandpipe,CommunalStandpipe,Functional
6362,30,03/14/2011 00:00:00,Wua,156,WU,38.3560047,-6.62754844,Adam Rashid,0,WamiRuvu,Kudiembe,Pwani,6,1,Bagamoyo,Chalinze,25,True,GeoData Consultants Ltd,WUA,Chalinze wate,True,2004,KSB,Submersible,Submersible,WUA,UserGroup,PayPerBucket,PerBucket,Soft,Good,Enough,Enough,River,RiverOrLake,Surface,CommunalStandpipe,CommunalStandpipe,Functional
12085,50,03/22/2011 00:00:00,Private Individual,-20,Da,38.92729562,-6.51684382,Msangi,0,WamiRuvu,Kitonga,Pwani,6,1,Bagamoyo,Kiromo,20,True,GeoData Consultants Ltd,Company,Bagamoyo wate,True,2010,KSB,Submersible,Submersible,PrivateOperator,Commercial,PayPerBucket,PerBucket,Soft,Good,Enough,Enough,River,RiverOrLake,Surface,CommunalStandpipe,CommunalStandpipe,Functional
55653,500,04/14/2011 00:00:00,Rc Church,1908,ACRA,34.68803804,-9.20224152,Kwa Irene Mwidofi,0,Rufiji,Kibedagogolo,Iringa,11,4,Njombe,Imalinyi,55,True,GeoData Consultants Ltd,WUA,mtwango water supply scheme,True,2009,Gravity,Gravity,Gravity,WUA,UserGroup,PayMonthly,Other,Soft,Good,Enough,Enough,Spring,Spring,Groundwater,CommunalStandpipe,CommunalStandpipe,Functional
62478,10,01/19/2013 00:00:00,Government Of Tanzania,102,District Council,39.34666945,-10.30797148,Binti Kantande,0,RuvumaSouthernCoast,Mwenge,Lindi,80,23,Lindi Rural,Mtama,123,False,GeoData Consultants Ltd,VWC,GEN Borehole Scheme,False,2010,IndiaMarkII,IndiaMarkII,Handpump,VWC,UserGroup,PayPerBucket,PerBucket,Soft,Good,Enough,Enough,MachineDbh,BoreHole,Groundwater,HandPump,HandPump,Functional
37093,300,02/24/2011 00:00:00,Adb,1370,DWE,35.09493465,-9.08312987,Kwa Mwameja Mgodela,0,Rufiji,Ulinzi,Iringa,11,4,Njombe,Ikuka,50,True,GeoData Consultants Ltd,VWC,Lima gravity water scheme,False,2008,Gravity,Gravity,Gravity,VWC,UserGroup,PayMonthly,Other,Soft,Good,Enough,Enough,River,RiverOrLake,Surface,CommunalStandpipe,CommunalStandpipe,Functional
22314,500,04/16/2011 00:00:00,Roman Catholic,1852,ACRA,34.74351395,-9.16411026,Kwa Mariam Mlonganile,0,Rufiji,Shuleni,Iringa,11,4,Njombe,Mdandu,250,True,GeoData Consultants Ltd,WUA,mtwango water supply scheme,True,2009,Gravity,Gravity,Gravity,WUA,UserGroup,PayMonthly,Other,Soft,Good,Enough,Enough,Spring,Spring,Groundwater,CommunalStandpipe,CommunalStandpipe,Functional
9712,3000,07/30/2011 00:00:00,Ruped,872,DWE,31.3852795,-7.45122511,Kwa Hilary Nswima,0,LakeRukwa,Igalukilo B,Rukwa,15,1,Mpanda,Mamba,260,True,GeoData Consultants Ltd,VWC,Kasansa,True,1987,Gravity,Gravity,Gravity,VWC,UserGroup,PayAnnually,Annually,Soft,Good,Enough,Enough,Spring,Spring,Groundwater,CommunalStandpipe,CommunalStandpipe,NeedsRepair
20327,2000,02/28/2011 00:00:00,Government Of Tanzania,1407,Gover,35.87790153,-7.691648599999999,none,0,Rufiji,Mawala A,Iringa,11,7,Kilolo,Irole,50,True,GeoData Consultants Ltd,VWC,Mawala,True,1984,Gravity,Gravity,Gravity,VWC,UserGroup,PayAnnually,Annually,Soft,Good,Enough,Enough,River,RiverOrLake,Surface,CommunalStandpipe,CommunalStandpipe,Functional
58923,50,03/21/2013 00:00:00,0,12,0,39.21084363,-6.90245751,Kwa Mwl Muhako,0,WamiRuvu,Mtaa Wa Kitunda Kati,Dar es Salaam,7,2,Ilala,Kitunda,250,,GeoData Consultants Ltd,WUG,K,False,2000,Submersible,Submersible,Submersible,WUG,UserGroup,PayPerBucket,PerBucket,Soft,Good,Enough,Enough,MachineDbh,BoreHole,Groundwater,CommunalStandpipe,CommunalStandpipe,Functional
59637,2800,03/01/2011 00:00:00,Government Of Tanzania,1530,Gover,35.86879836,-7.74355723,none,0,Rufiji,Lugalo,Iringa,11,7,Kilolo,Irole,18,True,GeoData Consultants Ltd,VWC,lugalo,True,2001,Gravity,Gravity,Gravity,VWC,UserGroup,PayAnnually,Annually,Soft,Good,Enough,Enough,Spring,Spring,Groundwater,CommunalStandpipe,CommunalStandpipe,Functional
39509,20,03/08/2011 00:00:00,Wua,348,WU,38.24278006,-6.07606592,Kwa Subira,0,WamiRuvu,Pozo,Pwani,6,1,Bagamoyo,Mbwewe,80,True,GeoData Consultants Ltd,WUA,Chalinze wate,True,2003,KSB,Submersible,Submersible,WUA,UserGroup,PayPerBucket,PerBucket,Soft,Good,Enough,Enough,River,RiverOrLake,Surface,CommunalStandpipe,CommunalStandpipe,Functional
11299,100,03/04/2011 00:00:00,Government Of Tanzania,503,DWE,38.29577246,-4.432187,Jumatano,0,Pangani,Jumatano,Tanga,4,1,Lushoto,Mnazi,1,True,GeoData Consultants Ltd,VWC,Makiyui stream,True,1973,Gravity,Gravity,Gravity,VWC,UserGroup,PayMonthly,Other,Soft,Good,Enough,Enough,Spring,Spring,Groundwater,CommunalStandpipe,CommunalStandpipe,NonFunctional
19239,100,03/17/2011 00:00:00,St,736,St,36.82191785,-7.36535726,Kwa Shabani,0,Rufiji,Kikonga,Morogoro,5,1,Kilosa,Kisanga,60,True,GeoData Consultants Ltd,VWC,Ki,True,2010,Gravity,Gravity,Gravity,VWC,UserGroup,PayMonthly,Other,Soft,Good,Enough,Enough,River,RiverOrLake,Surface,CommunalStandpipe,CommunalStandpipe,Functional
28246,500,03/06/2011 00:00:00,Government Of Tanzania,317,DWE,36.82835489,-8.91901702,Izangazara,0,Rufiji,Makeresani,Morogoro,5,4,Ulanga,Mwaya,1,True,GeoData Consultants Ltd,WUG,RUMWAMCH,True,1981,Gravity,Gravity,Gravity,WUG,UserGroup,PayMonthly,Other,Soft,Good,Enough,Enough,River,RiverOrLake,Surface,CommunalStandpipe,CommunalStandpipe,NeedsRepair
9405,50,03/12/2011 00:00:00,Private Individual,183,WU,38.34877942,-6.63852279,Mama Vero,0,WamiRuvu,Mikoroshini,Pwani,6,1,Bagamoyo,Chalinze,100,False,GeoData Consultants Ltd,WUA,Chalinze wate,True,2007,KSB,Submersible,Submersible,PrivateOperator,Commercial,PayPerBucket,PerBucket,Soft,Good,Enough,Enough,River,RiverOrLake,Surface,CommunalStandpipe,CommunalStandpipe,Functional
17225,200,03/22/2013 00:00:00,Kkkt Church,646,KKKT CHURCH,37.91230159,-4.50367722,Kwa Amai,0,Pangani,Mbuyuni B,Kilimanjaro,3,3,Same,Hedaru,180,True,GeoData Consultants Ltd,Water authority,Hedaru kati water supply,True,2011,Gravity,Gravity,Gravity,VWC,UserGroup,PayMonthly,Other,Soft,Good,Enough,Enough,Spring,Spring,Groundwater,CommunalStandpipe,CommunalStandpipe,Functional
19023,5,03/13/2013 00:00:00,Private Individual,1370,Dmdd,35.57561153,-3.41438866,Kwa Hilya,0,Internal,Sabrata,Arusha,24,30,Karatu,Daa,150,True,GeoData Consultants Ltd,VWC,Gyewasu,True,2002,Gravity,Gravity,Gravity,VWC,UserGroup,PayPerBucket,PerBucket,Soft,Good,Enough,Enough,River,RiverOrLake,Surface,CommunalStandpipe,CommunalStandpipe,Functional
35037,30,03/07/2011 00:00:00,Private Individual,313,WU,38.2996249,-6.12570681,Lule,0,WamiRuvu,Kihimbwa,Pwani,6,1,Bagamoyo,Mbwewe,30,True,GeoData Consultants Ltd,WUA,Chalinze wate,True,2010,KSB,Submersible,Submersible,PrivateOperator,Commercial,PayPerBucket,PerBucket,Soft,Good,Enough,Enough,River,RiverOrLake,Surface,CommunalStandpipe,CommunalStandpipe,Functional
70506,2000,03/04/2011 00:00:00,Danida,1435,DANID,36.11106358,-7.51011859,none,0,Rufiji,Kilala A,Iringa,11,7,Kilolo,Image,170,True,GeoData Consultants Ltd,VWC,kidewa,True,1980,Gravity,Gravity,Gravity,VWC,UserGroup,PayAnnually,Annually,Soft,Good,Enough,Enough,River,RiverOrLake,Surface,CommunalStandpipe,CommunalStandpipe,Functional
37058,500,02/18/2011 00:00:00,Government Of Tanzania,1796,Gover,35.66835679,-8.11096154,none,0,Rufiji,Kichangani A,Iringa,11,7,Kilolo,Ukumbi,300,True,GeoData Consultants Ltd,VWC,Mawamb,True,2005,Gravity,Gravity,Gravity,VWC,UserGroup,PayMonthly,Other,Soft,Good,Enough,Enough,Spring,Spring,Groundwater,CommunalStandpipe,CommunalStandpipe,Functional
38543,10,02/27/2011 00:00:00,Dh,440,DH,37.13841805,-6.78904669,Haroun,0,WamiRuvu,Sokomsuya,Morogoro,5,1,Kilosa,Kimamba A,100,True,GeoData Consultants Ltd,VWC,Ki,True,2008,Submersible,Submersible,Submersible,WUG,UserGroup,PayPerBucket,PerBucket,Soft,Good,Enough,Enough,MachineDbh,BoreHole,Groundwater,CommunalStandpipe,CommunalStandpipe,Functional
4341,200,02/28/2011 00:00:00,World Bank,414,World,37.82846483,-6.83876646,Kizito B,0,WamiRuvu,Kingobwe,Morogoro,5,2,Morogoro Rural,Kiroka,70,True,GeoData Consultants Ltd,VWC,Kiro,True,2004,Gravity,Gravity,Gravity,VWC,UserGroup,PayMonthly,Other,Soft,Good,Enough,Enough,River,RiverOrLake,Surface,CommunalStandpipe,CommunalStandpipe,Functional
35869,500,02/10/2013 00:00:00,Danida,759,DANIDA,36.06318811,-10.44049673,Kwa Lapecha,0,Rufiji,Rwegu,Ruvuma,10,5,Namtumbo,Luchili,120,True,GeoData Consultants Ltd,VWC,Libango water use group scheme,True,1982,Gravity,Gravity,Gravity,VWC,UserGroup,PayMonthly,Other,Soft,Good,Enough,Enough,River,RiverOrLake,Surface,CommunalStandpipe,CommunalStandpipe,Functional
51170,50,01/22/2013 00:00:00,Makonde,464,Makonde,39.43036421,-10.86459483,Tandika,0,RuvumaSouthernCoast,Tandika,Mtwara,9,4,Tandahimba,Mahuta,478,True,GeoData Consultants Ltd,Water Board,Mahuta,True,1972,KSB,Submersible,Submersible,WaterBoard,UserGroup,PayPerBucket,PerBucket,Soft,Good,Enough,Enough,Spring,Spring,Groundwater,CommunalStandpipe,CommunalStandpipe,Functional
9467,5,03/13/2013 00:00:00,Germany Republi,860,CES,37.20308305,-3.41216873,Kwa Athumani Kikuji,0,Pangani,Chekeleni,Kilimanjaro,3,5,Hai,Masama Rundugai,75,True,GeoData Consultants Ltd,Water Board,Uroki-Bomang'ombe water sup,True,1999,Gravity,Gravity,Gravity,WaterBoard,UserGroup,PayPerBucket,PerBucket,Soft,Good,Enough,Enough,Spring,Spring,Groundwater,CommunalStandpipe,CommunalStandpipe,Functional
60997,250,02/07/2013 00:00:00,Norad,1460,NORAD,29.91142389,-4.44230034,Kwa Kalima,0,LakeTanganyika,Kamazi,Kigoma,16,2,Kasulu,Janda,620,True,GeoData Consultants Ltd,Water authority,Nyafisi,True,1991,Gravity,Gravity,Gravity,VWC,UserGroup,PayMonthly,Other,Soft,Good,Enough,Enough,River,RiverOrLake,Surface,CommunalStandpipe,CommunalStandpipe,NonFunctional
68117,300,02/23/2013 00:00:00,District Council,1328,District Council,37.66680696,-3.71100127,Kwa Majuhi,0,Pangani,Chomvu Kati,Kilimanjaro,3,2,Mwanga,Chomvu,12,True,GeoData Consultants Ltd,VWC,Kindoroko water supply,False,1982,Gravity,Gravity,Gravity,VWC,UserGroup,PayMonthly,Other,Soft,Good,Enough,Enough,Spring,Spring,Groundwater,Other,Other,NonFunctional
23802,200,02/23/2011 00:00:00,Peace Cope,1765,DWE,35.00108817,-9.10237437,Kwa John Sapula,0,Rufiji,Ninga Kati,Iringa,11,4,Njombe,Ikuka,50,True,GeoData Consultants Ltd,VWC,Ninga hydram water scheme,False,2001,Gravity,Gravity,Gravity,VWC,UserGroup,PayMonthly,Other,Soft,Good,Enough,Enough,Spring,Spring,Groundwater,CommunalStandpipe,CommunalStandpipe,NonFunctional
2160,20,03/16/2011 00:00:00,Wua,166,WU,38.389180200000006,-6.63911089,Singa,0,WamiRuvu,Magome Tanesco,Pwani,6,1,Bagamoyo,Chalinze,150,True,GeoData Consultants Ltd,WUA,Chalinze wate,True,2008,KSB,Submersible,Submersible,WUA,UserGroup,PayPerBucket,PerBucket,Soft,Good,Enough,Enough,River,RiverOrLake,Surface,CommunalStandpipe,CommunalStandpipe,Functional
69704,10,06/04/2013 00:00:00,Government Of Tanzania,1076,DWE,36.653988399999996,-3.56346927,Kwa Jofrey,0,Pangani,Ilimitongo,Arusha,2,2,Arusha Rural,Kiranyi,150,True,GeoData Consultants Ltd,VWC,Olumulo pipe line,True,2000,Gravity,Gravity,Gravity,VWC,UserGroup,PayPerBucket,PerBucket,Soft,Good,Enough,Enough,Spring,Spring,Groundwater,CommunalStandpipe,CommunalStandpipe,Functional
8291,6,05/03/2013 00:00:00,Ces(gmbh),906,DWE,37.4362736,-3.35860236,Kwa Heri Mkunde,0,Pangani,Mbuyuni,Kilimanjaro,3,4,Moshi Rural,Kirua Vunjo Kusini,5,True,GeoData Consultants Ltd,Water Board,Kirua kahe gravity water supply trust,True,2008,Gravity,Gravity,Gravity,WaterBoard,UserGroup,PayPerBucket,PerBucket,Soft,Good,Enough,Enough,Spring,Spring,Groundwater,CommunalStandpipe,CommunalStandpipe,Functional
8992,3500,01/20/2013 00:00:00,Samweli Mshosha,1378,Daniel,30.27416239,-4.47998662,Kwa Samweli Mshosha,0,LakeTanganyika,Kwitanki,Kigoma,16,2,Kasulu,Nyakitonto,150,True,GeoData Consultants Ltd,Private operator,Nyarubano,True,2001,Gravity,Gravity,Gravity,PrivateOperator,Commercial,PayAnnually,Annually,Soft,Good,Enough,Enough,River,RiverOrLake,Surface,CommunalStandpipe,CommunalStandpipe,Functional
27667,50,01/20/2013 00:00:00,Jaica,49,JAICA,39.53522325,-10.191217300000002,Kwa Mzee Nkisango,0,RuvumaSouthernCoast,Mwinyi,Lindi,80,23,Lindi Rural,Kiwalala,1,True,GeoData Consultants Ltd,WUA,JAICA Borehole Scheme,False,2009,KSB,Submersible,Submersible,WUA,UserGroup,PayPerBucket,PerBucket,Soft,Good,Enough,Enough,MachineDbh,BoreHole,Groundwater,CommunalStandpipe,CommunalStandpipe,Functional
38976,4000,03/16/2011 00:00:00,Danida,1234,DANID,35.78005538,-7.4164606,none,0,Rufiji,Ng'Owo,Iringa,11,1,Iringa Rural,Kihorogota,1,True,GeoData Consultants Ltd,VWC,Nyang',True,1997,Gravity,Gravity,Gravity,VWC,UserGroup,PayAnnually,Annually,Soft,Good,Dry,Dry,Spring,Spring,Groundwater,CommunalStandpipe,CommunalStandpipe,NonFunctional
73172,250,02/19/2013 00:00:00,Red Cross,1193,RED CROSS,30.21590702,-4.56538435,Kwa Mbiguje,0,LakeTanganyika,Majengo,Kigoma,16,2,Kasulu,Murufiti,540,True,GeoData Consultants Ltd,Water authority,Kyonza,True,2001,Gravity,Gravity,Gravity,WaterBoard,UserGroup,PayMonthly,Other,Soft,Good,Enough,Enough,River,RiverOrLake,Surface,CommunalStandpipe,CommunalStandpipe,NonFunctional
56476,50,04/04/2013 00:00:00,Government Of Tanzania,1417,DWE,36.66819657,-3.35600942,Shuleni,0,Pangani,Inyuata,Arusha,2,2,Arusha Rural,Kiranyi,200,True,GeoData Consultants Ltd,VWC,Kiranyi pipe line,True,2010,Gravity,Gravity,Gravity,VWC,UserGroup,PayPerBucket,PerBucket,Soft,Good,Enough,Enough,Spring,Spring,Groundwater,CommunalStandpipe,CommunalStandpipe,NonFunctional
48042,250,01/29/2013 00:00:00,Norad,1122,NORAD,29.98088568,-4.84579079,Kwa Shaka,0,LakeTanganyika,Majengo B,Kigoma,16,2,Kigoma Rural,Matendo,540,True,GeoData Consultants Ltd,Water authority,Kasangezi,True,1983,Gravity,Gravity,Gravity,WaterBoard,UserGroup,PayMonthly,Other,Soft,Good,Enough,Enough,River,RiverOrLake,Surface,CommunalStandpipe,CommunalStandpipe,Functional
23850,6,07/03/2013 00:00:00,Ces (gmbh),1234,DWE,37.49012301,-3.33874116,Kwa Kasmiri Minja,0,Pangani,Mria,Kilimanjaro,3,4,Moshi Rural,Kurua Vunjo Mashariki,20,True,GeoData Consultants Ltd,Water Board,Kirua kahe gravity water supply trust,True,2008,Gravity,Gravity,Gravity,WaterBoard,UserGroup,PayPerBucket,PerBucket,Soft,Good,Enough,Enough,Spring,Spring,Groundwater,CommunalStandpipe,CommunalStandpipe,Functional
38091,1000,03/10/2011 00:00:00,Danida,1792,DANID,34.53262719,-9.780304300000001,none,0,LakeNyasa,Ng'Alike,Iringa,11,5,Ludewa,Mlangali,60,True,GeoData Consultants Ltd,VWC,DANIDA,False,1988,Gravity,Gravity,Gravity,VWC,UserGroup,PayAnnually,Annually,Soft,Good,Seasonal,Seasonal,Spring,Spring,Groundwater,CommunalStandpipe,CommunalStandpipe,Functional
46512,250,01/21/2013 00:00:00,Government Of Tanzania,1238,DWE,30.29327076,-4.56852242,Kwa Yasin,0,LakeTanganyika,Nyamiyaga,Kigoma,16,2,Kasulu,Ruhita,655,True,GeoData Consultants Ltd,Water authority,Kwagwisembeza,True,1993,Gravity,Gravity,Gravity,WaterBoard,UserGroup,PayMonthly,Other,Soft,Good,Enough,Enough,River,RiverOrLake,Surface,CommunalStandpipe,CommunalStandpipe,NeedsRepair
60816,50,02/07/2013 00:00:00,Unicef,39,Unisef,40.13137785,-10.38445384,Pumphouse,0,RuvumaSouthernCoast,Shangani,Mtwara,99,1,Mtwara Rural,Nanguruwe,400,True,GeoData Consultants Ltd,VWC,Mbawala chini water supply,True,1982,Submersible,Submersible,Submersible,VWC,UserGroup,PayPerBucket,PerBucket,Soft,Good,Enough,Enough,MachineDbh,BoreHole,Groundwater,CommunalStandpipe,CommunalStandpipe,Functional
32540,500,03/08/2011 00:00:00,Government Of Tanzania,1647,DWE,38.23719065,-4.4843717000000005,Tononoka,0,Pangani,Mahokoi,Tanga,4,1,Lushoto,Sunga,1,True,GeoData Consultants Ltd,VWC,Shengui forest,True,1971,Gravity,Gravity,Gravity,VWC,UserGroup,PayMonthly,Other,Soft,Good,Enough,Enough,Spring,Spring,Groundwater,CommunalStandpipe,CommunalStandpipe,NonFunctional
7373,1000,03/19/2011 00:00:00,Dhv,306,DWE,36.35595439,-8.78649364,Kwa Chuwoni,0,Rufiji,Mwaya,Morogoro,5,4,Ulanga,Usangule,290,True,GeoData Consultants Ltd,Water Board,Mtimbira,True,1995,Gravity,Gravity,Gravity,WUG,UserGroup,PayMonthly,Other,Soft,Good,Enough,Enough,River,RiverOrLake,Surface,CommunalStandpipe,CommunalStandpipe,Functional
33539,6000,03/03/2011 00:00:00,Danida,1425,DANID,35.60016994,-7.80256247,none,0,Rufiji,Mwambao,Iringa,11,1,Iringa Rural,Kalenga,840,True,GeoData Consultants Ltd,VWC,kaleng,True,1984,Gravity,Gravity,Gravity,VWC,UserGroup,PayAnnually,Annually,Soft,Good,Dry,Dry,Spring,Spring,Groundwater,CommunalStandpipe,CommunalStandpipe,NonFunctional
58612,500,02/23/2011 00:00:00,Ded,1202,DWE,34.722331700000005,-10.23970101,none,0,LakeNyasa,Kimelembe Kati,Iringa,11,5,Ludewa,Nkomang'ombe,56,True,GeoData Consultants Ltd,VWC,kimele,True,1995,Gravity,Gravity,Gravity,VWC,UserGroup,PayAnnually,Annually,Soft,Good,Enough,Enough,Spring,Spring,Groundwater,CommunalStandpipe,CommunalStandpipe,Functional
35250,500,02/16/2013 00:00:00,Abasia,1062,ABASIA,35.80358499,-10.46691488,Kwa Atwaya Mpingi,0,LakeNyasa,Ruvuma B,Ruvuma,10,5,Namtumbo,Msindo,120,True,GeoData Consultants Ltd,VWC,Majimingi,True,1985,Gravity,Gravity,Gravity,VWC,UserGroup,PayAnnually,Annually,Soft,Good,Enough,Enough,River,RiverOrLake,Surface,CommunalStandpipe,CommunalStandpipe,Functional
29226,500,04/14/2011 00:00:00,Rc Church,1796,ACRA,34.65315959,-9.16799366,Kwa Amosi Msigwa,0,Rufiji,Mayavile,Iringa,11,4,Njombe,Mdandu,45,True,GeoData Consultants Ltd,WUA,mtwango water supply scheme,True,2009,Gravity,Gravity,Gravity,WUA,UserGroup,PayMonthly,Other,Soft,Good,Enough,Enough,Spring,Spring,Groundwater,CommunalStandpipe,CommunalStandpipe,Functional
